pair,SVM_predict,RF_predict,XGB_predict
1-hexyl-1-methylpyrrolidinium diethyl phosphate,0,0,0
choline bis(pentafluoroethylsulfonyl)imide,0,0,0
"1,2-dimethyl-3-propylimidazolium dihydrogen phosphate",0,1,1
"1-methyl-3-tetradecylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",1,1,1
hexadecyltrimethylammonium methyl sulfate,1,1,1
1-butyl-4-methylpyridinium formate,0,0,0
2-hydroxyethylammonium ethyl sulfate,0,0,0
1-(2-methoxyethyl)-3-methylimidazolium perfluorobutanesulfonate,0,0,0
1-methyl-3-octylimidazolium tosylate,0,0,0
methylammonium perfluorobutanesulfonate,1,1,1
1-methyl-3-octadecylimidazolium decanoate,1,1,1
1-butyl-2-methylpyridinium dodecylbenzenesulfonate,1,0,0
1-propyl-2-methylpyridinium methanesulfonate,0,1,1
1-hexyl-1-methylpyrrolidinium triflate,1,0,0
1-methyl-1-propylpyrrolidinium tosylate,1,0,0
methyltrioctylammonium diethyl phosphate,1,0,0
1-methyl-3-tetradecylimidazolium methanesulfonate,1,1,1
1-hexyl-1-methylpyrrolidinium bis(pentafluoroethylsulfonyl)imide,0,0,0
"1,3-diethylimidazolium formate",0,0,0
1-hexylpyridinium perfluorobutanesulfonate,0,0,0
1-butyl-1-methylpyrrolidinium dodecylbenzenesulfonate,1,0,0
1-methyl-3-octylimidazolium dimethyl phosphate,0,0,0
1-propyl-3-methylpyridinium formate,0,0,0
1-butylpyridinium dodecylbenzenesulfonate,1,0,0
1-hexylpyridinium tosylate,0,0,1
"1-ethyl-2,3-dimethylimidazolium chloride",1,1,1
trihexyltetradecylphosphonium nitrate,0,0,0
1-butylpyridinium thiocyanate,0,0,0
1-ethyl-2-methylpyridinium trifluoroacetate,0,0,0
diethylmethylsulfonium dimethyl phosphate,0,0,0
"1-ethylpyridinium 1,1,2,2-tetrafluoroethanesulfonate",0,1,1
1-methyl-3-octylimidazolium dibutylphosphate,0,0,0
2-hydroxyethylammonium dodecylbenzenesulfonate,1,1,0
diethylmethylammonium dibutylphosphate,0,0,0
tributylmethylammonium dimethyl phosphate,0,0,0
"triethylsulfonium bis(2,4,4-trimethylpentyl)phosphinate",0,0,0
triethylsulfonium ethyl sulfate,0,0,0
1-hexyl-1-methylpyrrolidinium dicyanamide,0,0,0
methylammonium bis(pentafluoroethylsulfonyl)imide,1,1,0
"1,3-didecyl-2-methylimidazolium tricyanomethanide",1,1,0
octyltriethylammonium nitrate,0,0,0
dimethylammonium dodecylbenzenesulfonate,1,1,0
"1-hexyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",0,0,0
1-hexylpyridinium bis(pentafluoroethylsulfonyl)imide,0,0,0
methyltrioctylammonium decanoate,1,0,0
"1,3-dimethylimidazolium hexafluorophosphate",1,1,1
1-methyl-3-octadecylimidazolium formate,1,1,1
1-(2-hydroxyethyl)-3-methylimidazolium bis(pentafluoroethylsulfonyl)imide,0,0,0
"methylammonium bis(2,4,4-trimethylpentyl)phosphinate",1,1,0
"1-butyl-2-methylpyridinium 1,1,2,2-tetrafluoroethanesulfonate",0,0,0
"1,3-didecyl-2-methylimidazolium trifluoroacetate",1,1,1
diethylmethylsulfonium decanoate,0,0,0
"1-butyl-2,3-dimethylimidazolium dihydrogen phosphate",0,1,1
1-butyl-3-ethylimidazolium perfluorobutanesulfonate,0,0,0
1-heptyl-3-methylimidazolium tricyanomethanide,0,0,0
ethylammonium perfluorobutanesulfonate,1,1,0
1-propyl-4-methylpyridinium bis(fluorosulfonyl)imide,0,0,0
"1-ethylpyridinium bis(2,4,4-trimethylpentyl)phosphinate",0,0,0
1-ethyl-3-vinylimidazolium trifluoroacetate,0,0,0
"1,3-didecyl-2-methylimidazolium methyl sulfate",1,1,1
1-hexyl-3-methylimidazolium acetate,0,0,0
1-ethyl-1-methylpyrrolidinium thiocyanate,0,0,1
1-methyl-1-octylpyrrolidinium dimethyl phosphate,0,0,0
1-propyl-4-methylpyridinium dimethyl phosphate,0,0,0
ethylammonium acetate,0,0,0
"1,3-dimethylimidazolium tosylate",0,1,1
tetraethylammonium dibutylphosphate,1,0,0
dimethylammonium tricyanomethanide,1,1,1
1-propyl-2-methylpyridinium hexafluorophosphate,1,1,1
propylammonium diethyl phosphate,0,0,0
1-methyl-1-propylpiperidinium thiocyanate,0,0,0
1-butyl-1-methylpyrrolidinium methanesulfonate,1,1,1
hexadecyltrimethylammonium tetrafluoroborate,1,1,1
"1-hexyl-1-methylpyrrolidinium bis(2,4,4-trimethylpentyl)phosphinate",0,0,0
1-methyl-1-propylpyrrolidinium dihydrogen phosphate,1,1,1
"1-ethyl-2,3-dimethylimidazolium dicyanamide",0,0,0
dimethylammonium acetate,0,1,0
tributylmethylphosphonium perfluorobutanesulfonate,0,0,1
1-propyl-2-methylpyridinium dibutylphosphate,0,0,0
1-butyl-3-methylpyridinium bis(pentafluoroethylsulfonyl)imide,0,0,0
1-methyl-3-propylimidazolium bis(2-ethylhexyl)phosphate,0,0,0
1-ethyl-2-methylpyridinium formate,0,1,0
1-heptyl-3-methylimidazolium bis(fluorosulfonyl)imide,0,0,0
tetraethylammonium triflate,1,1,1
1-ethyl-1-methylpyrrolidinium formate,0,1,1
1-hexyl-3-methylimidazolium methyl sulfate,0,0,0
diethylmethylammonium dihydrogen phosphate,0,0,0
1-hexadecyl-3-methylimidazolium tosylate,1,1,1
1-decyl-3-methylimidazolium trifluoroacetate,0,0,0
1-butyl-1-methylpyrrolidinium dibutylphosphate,0,0,0
"1-methyl-3-octadecylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",1,1,1
"1-allyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",0,0,1
"trimethylsulfonium 1,1,2,2-tetrafluoroethanesulfonate",1,1,1
"1,2-dimethyl-3-propylimidazolium diethyl phosphate",0,0,0
1-heptyl-3-methylimidazolium thiocyanate,0,0,0
2-methyl-1-propylpyridinium bis(pentafluoroethylsulfonyl)imide,0,0,0
trimethylsulfonium trifluoroacetate,1,1,1
trimethylsulfonium thiocyanate,0,1,0
1-ethyl-3-methylpyridinium bis(pentafluoroethylsulfonyl)imide,0,0,0
"1-ethyl-2,3-dimethylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",0,1,1
tributyltetradecylphosphonium thiocyanate,0,0,0
"choline 1,1,2,2-tetrafluoroethanesulfonate",1,1,1
2-methyl-1-propylpyridinium hexafluorophosphate,1,1,1
1-ethyl-4-methylpyridinium formate,0,0,0
trihexyltetradecylphosphonium methyl sulfate,0,0,0
"triisobutylmethylphosphonium 1,1,2,2-tetrafluoroethanesulfonate",1,1,1
methyltrioctylammonium formate,1,1,0
diethylmethylammonium bis(2-ethylhexyl)phosphate,1,0,0
1-heptyl-3-methylimidazolium hydrogensulfate,0,0,0
triisobutylmethylphosphonium tricyanomethanide,0,0,0
triisobutylmethylphosphonium dihydrogen phosphate,1,1,1
triethylsulfonium triflate,1,1,1
2-methyl-1-propylpyridinium tosylate,0,0,1
triethylsulfonium diethyl phosphate,0,0,0
1-ethyl-4-methylpyridinium dimethyl phosphate,0,0,0
1-methyl-3-pentylimidazolium nitrate,0,0,0
1-butylpyridinium bis(pentafluoroethylsulfonyl)imide,0,0,0
ethyltributylphosphonium acetate,1,0,0
1-ethyl-4-methylpyridinium bis(2-ethylhexyl)phosphate,0,0,0
triisobutylmethylphosphonium chloride,1,1,1
diethylmethylsulfonium tosylate,0,0,1
1-ethyl-1-methylpyrrolidinium methyl sulfate,1,1,1
tributyltetradecylphosphonium bis(pentafluoroethylsulfonyl)imide,0,0,0
tributylmethylphosphonium decanoate,0,0,0
1-butyl-3-vinylimidazolium dihydrogen phosphate,0,0,1
1-methyl-3-octadecylimidazolium methyl sulfate,1,1,1
"1,3-diethylimidazolium hydrogensulfate",0,0,0
propylammonium decanoate,0,0,0
1-propylpyridinium chloride,1,1,1
1-ethyl-3-propylimidazolium dodecylbenzenesulfonate,1,0,0
methylammonium formate,0,1,0
diethylmethylsulfonium dihydrogen phosphate,0,1,1
octyltriethylammonium acetate,0,0,0
1-benzyl-3-methylimidazolium bromide,1,1,1
1-(2-methoxyethyl)-3-methylimidazolium bis(fluorosulfonyl)imide,0,0,0
1-butyl-3-vinylimidazolium ethyl sulfate,0,0,0
"1,2-dimethyl-3-propylimidazolium dicyanamide",0,0,0
1-allyl-3-methylimidazolium hydrogensulfate,0,0,0
1-ethylpyridinium decanoate,0,1,1
1-ethyl-3-methylpyridinium methanesulfonate,0,0,1
1-methyl-1-octylpyrrolidinium bis(2-ethylhexyl)phosphate,0,0,0
1-hexadecyl-3-methylimidazolium dihydrogen phosphate,1,1,1
"1,2-dimethylimidazolium trifluoroacetate",1,0,0
1-benzyl-3-methylimidazolium acetate,0,0,0
1-heptyl-3-methylimidazolium tosylate,0,0,0
1-ethyl-3-methylimidazolium bis(2-ethylhexyl)phosphate,0,0,0
1-methyl-3-nonylimidazolium tricyanomethanide,0,0,0
1-methyl-3-nonylimidazolium bis(fluorosulfonyl)imide,0,0,0
1-ethyl-3-methylpyridinium nitrate,0,1,1
1-butyl-2-methylpyridinium bis(pentafluoroethylsulfonyl)imide,0,0,0
diethylmethylammonium hydrogensulfate,0,0,0
triethylsulfonium bis(2-ethylhexyl)phosphate,0,0,0
choline hydrogensulfate,1,1,1
1-ethyl-3-methylpyridinium tricyanomethanide,0,0,0
1-butyl-4-methylpyridinium bis(pentafluoroethylsulfonyl)imide,0,0,0
1-hexyl-3-methylimidazolium methanesulfonate,0,0,0
1-butyl-3-vinylimidazolium bis(2-ethylhexyl)phosphate,0,0,0
1-butyl-3-ethylimidazolium dihydrogen phosphate,0,0,0
1-methyl-3-tetradecylimidazolium ethyl sulfate,1,1,1
1-methyl-1-propylpiperidinium dihydrogen phosphate,1,1,1
1-butyl-2-methylpyridinium methyl sulfate,0,0,0
"1-methyl-3-pentylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",0,0,0
1-methyl-3-propylimidazolium methyl sulfate,0,0,0
1-ethyl-3-methylimidazolium tricyanomethanide,0,0,0
1-propyl-4-methylpyridinium tetrafluoroborate,0,0,0
1-propylpyridinium trifluoroacetate,0,0,0
1-butyl-1-methylpiperidinium formate,0,1,0
"1,2-dimethylimidazolium dicyanamide",0,0,0
propylammonium dimethyl phosphate,0,0,0
1-propyl-4-methylpyridinium diethyl phosphate,0,0,0
"1,3-diethylimidazolium bis(2,4,4-trimethylpentyl)phosphinate",0,0,0
octyltriethylammonium dimethyl phosphate,0,0,0
2-methyl-1-propylpyridinium tricyanomethanide,0,0,0
"2-methyl-1-propylpyridinium 1,1,2,2-tetrafluoroethanesulfonate",0,1,1
tributylmethylammonium tetrafluoroborate,1,1,1
1-butyl-3-vinylimidazolium perfluorobutanesulfonate,0,0,0
hexadecyltrimethylammonium tosylate,1,1,1
1-methylimidazolium methanesulfonate,0,1,1
"1,3-diethylimidazolium dihydrogen phosphate",0,0,0
choline dibutylphosphate,0,0,0
tributyltetradecylphosphonium dicyanamide,0,0,0
hexadecyltrimethylammonium bis(2-ethylhexyl)phosphate,1,1,1
"1-(2-methoxyethyl)-3-methylimidazolium bis(2,4,4-trimethylpentyl)phosphinate",0,0,0
ethylammonium bis(fluorosulfonyl)imide,0,0,0
diethylmethylsulfonium trifluoroacetate,0,0,0
"1-methyl-1-propylpyrrolidinium bis(2,4,4-trimethylpentyl)phosphinate",0,0,0
1-(2-hydroxyethyl)-3-methylimidazolium perfluorobutanesulfonate,1,0,0
ethyltributylphosphonium tricyanomethanide,0,0,0
1-butyl-1-methylpyrrolidinium acetate,0,0,0
butyltrimethylammonium tosylate,1,1,1
1-ethyl-1-methylpyrrolidinium tricyanomethanide,0,1,1
butyltrimethylammonium dicyanamide,0,0,0
trihexyltetradecylphosphonium ethyl sulfate,0,0,0
1-ethyl-1-methylpyrrolidinium bis(pentafluoroethylsulfonyl)imide,0,0,0
butyltrimethylammonium formate,0,0,0
1-methyl-3-tetradecylimidazolium dicyanamide,1,1,1
"butyltriethylammonium 1,1,2,2-tetrafluoroethanesulfonate",1,1,1
"1-butyl-2,3-dimethylimidazolium bis(2-ethylhexyl)phosphate",0,0,0
"choline bis(2,4,4-trimethylpentyl)phosphinate",1,0,0
1-ethylpyridinium bis(pentafluoroethylsulfonyl)imide,0,0,0
1-ethyl-3-propylimidazolium diethyl phosphate,0,0,0
1-ethylpyridinium bis(2-ethylhexyl)phosphate,0,0,1
1-butyl-3-ethylimidazolium chloride,1,0,0
1-ethylpyridinium dimethyl phosphate,0,0,1
1-decyl-3-methylimidazolium thiocyanate,0,0,0
octyltriethylammonium dihydrogen phosphate,1,0,1
butyltriethylammonium bis(2-ethylhexyl)phosphate,0,0,0
1-propyl-2-methylpyridinium perfluorobutanesulfonate,0,0,0
tetraethylammonium dodecylbenzenesulfonate,1,1,0
1-propyl-4-methylpyridinium bis(2-ethylhexyl)phosphate,0,0,0
triethylsulfonium trifluoroacetate,0,0,0
1-methyl-1-propylpiperidinium formate,0,1,0
1-ethyl-4-methylpyridinium ethyl sulfate,0,0,0
1-butyl-1-methylpiperidinium methanesulfonate,1,1,1
2-hydroxyethylammonium hexafluorophosphate,1,1,1
tributylmethylammonium dibutylphosphate,0,0,0
"1-butyl-1-methylpiperidinium 1,1,2,2-tetrafluoroethanesulfonate",1,1,1
1-methyl-1-propylpiperidinium dodecylbenzenesulfonate,1,0,0
"1,2-dimethyl-3-propylimidazolium bis(fluorosulfonyl)imide",0,0,0
choline dicyanamide,0,0,0
1-ethyl-4-methylpyridinium perfluorobutanesulfonate,0,0,1
ethyltributylphosphonium bis(fluorosulfonyl)imide,0,0,0
"ethyltributylphosphonium 1,1,2,2-tetrafluoroethanesulfonate",0,1,1
1-butyl-2-methylpyridinium methanesulfonate,0,0,0
1-hexylpyridinium formate,0,0,0
1-methyl-1-propylpiperidinium acetate,0,0,0
"1-ethyl-3-propylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",0,0,0
choline triflate,1,1,1
1-methyl-3-tetradecylimidazolium thiocyanate,1,1,1
1-dodecyl-3-methylimidazolium formate,1,1,0
trimethylsulfonium formate,1,1,1
tributylmethylphosphonium chloride,1,1,1
1-ethylpyridinium methanesulfonate,0,1,1
n-ethyl-n-methyl-n-propylammonium bis(trifluoromethylsulfonyl)imide,0,0,0
"methyltrioctylammonium 1,1,2,2-tetrafluoroethanesulfonate",1,1,1
1-methyl-3-octadecylimidazolium triflate,1,1,1
1-methylimidazolium hydrogensulfate,0,1,1
1-propylpyridinium dicyanamide,0,0,0
tributyltetradecylphosphonium decanoate,0,0,0
1-propyl-2-methylpyridinium ethyl sulfate,0,0,0
hexadecyltrimethylammonium trifluoroacetate,1,1,1
"1,3-diethylimidazolium dicyanamide",0,0,0
n-ethyl-n-methyl-n-propylammonium triflate,0,1,1
choline chloride,1,1,1
1-butyl-4-methylpyridinium acetate,0,0,0
1-hexadecyl-3-methylimidazolium bis(pentafluoroethylsulfonyl)imide,1,1,1
tributyltetradecylphosphonium methanesulfonate,1,1,1
butyltriethylammonium decanoate,0,0,0
1-ethyl-1-methylpyrrolidinium ethyl sulfate,1,1,1
1-ethyl-3-methylpyridinium triflate,0,1,0
1-hexyl-1-methylpyrrolidinium formate,0,0,0
tributylmethylphosphonium diethyl phosphate,0,0,0
methyltrioctylammonium bis(pentafluoroethylsulfonyl)imide,0,0,0
1-methyl-3-pentylimidazolium tricyanomethanide,0,0,0
octyltriethylammonium dicyanamide,0,0,0
"1,3-didecyl-2-methylimidazolium dodecylbenzenesulfonate",0,1,1
ethyltributylphosphonium hexafluorophosphate,1,1,1
1-propyl-2-methylpyridinium dodecylbenzenesulfonate,1,0,0
trihexyltetradecylphosphonium bis(fluorosulfonyl)imide,0,0,0
1-butyl-2-methylpyridinium acetate,0,0,0
"1,3-dimethylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",0,1,0
1-propyl-3-methylpyridinium decanoate,0,0,0
1-decyl-3-methylimidazolium bis(fluorosulfonyl)imide,0,0,0
2-methyl-1-propylpyridinium formate,0,0,0
diethylmethylammonium bis(trifluoromethylsulfonyl)imide,0,0,0
"1-methyl-3-tetradecylimidazolium bis(2,4,4-trimethylpentyl)phosphinate",1,1,1
choline acetate,0,1,1
trimethylsulfonium decanoate,0,1,0
tetraethylammonium trifluoroacetate,1,1,1
"1-propylpyridinium 1,1,2,2-tetrafluoroethanesulfonate",0,1,1
octyltriethylammonium perfluorobutanesulfonate,0,0,0
2-methyl-1-propylpyridinium dicyanamide,0,0,0
"1-methyl-1-propylpiperidinium 1,1,2,2-tetrafluoroethanesulfonate",1,1,1
1-butyl-2-methylpyridinium bis(fluorosulfonyl)imide,0,0,0
ethylammonium bromide,1,1,1
"1-ethylimidazolium bis(2,4,4-trimethylpentyl)phosphinate",0,0,0
1-methyl-3-nonylimidazolium dimethyl phosphate,0,0,0
"1,3-didecyl-2-methylimidazolium triflate",1,1,1
trihexyltetradecylphosphonium acetate,0,0,0
"1-ethyl-2,3-dimethylimidazolium tosylate",0,0,1
methylammonium dimethyl phosphate,1,1,1
butyltrimethylammonium bis(fluorosulfonyl)imide,0,0,0
ethylammonium dimethyl phosphate,0,0,1
1-heptyl-3-methylimidazolium methyl sulfate,0,0,0
"1-ethyl-3-vinylimidazolium bis(2,4,4-trimethylpentyl)phosphinate",0,0,0
1-heptyl-3-methylimidazolium acetate,0,0,0
methyltrioctylammonium ethyl sulfate,1,0,0
1-methyl-3-nonylimidazolium diethyl phosphate,0,0,0
ethylammonium bis(trifluoromethylsulfonyl)imide,0,1,0
"1-ethyl-2,3-dimethylimidazolium formate",0,0,0
choline dihydrogen phosphate,1,1,1
butyltriethylammonium triflate,1,1,1
1-ethyl-3-vinylimidazolium methanesulfonate,0,0,0
"propylammonium 1,1,2,2-tetrafluoroethanesulfonate",0,1,1
1-(2-hydroxyethyl)-3-methylimidazolium dodecylbenzenesulfonate,1,0,0
1-propyl-4-methylpyridinium dicyanamide,0,0,0
tributylmethylphosphonium dicyanamide,0,0,0
ethylammonium dibutylphosphate,0,1,0
1-hexadecyl-3-methylimidazolium dimethyl phosphate,1,1,1
1-hexyl-3-methylimidazolium ethyl sulfate,0,0,0
"1,2-dimethylimidazolium perfluorobutanesulfonate",0,0,0
1-butyl-1-methylpiperidinium bis(fluorosulfonyl)imide,0,0,0
1-butyl-2-methylpyridinium decanoate,0,0,0
1-ethyl-4-methylpyridinium bis(pentafluoroethylsulfonyl)imide,0,0,0
"1,2-dimethylimidazolium nitrate",1,1,1
1-butylpyridinium methyl sulfate,0,0,0
1-methyl-3-nonylimidazolium nitrate,0,0,0
propylammonium tricyanomethanide,0,0,0
1-butyl-3-ethylimidazolium tosylate,0,0,0
"1,3-dimethylimidazolium dicyanamide",0,0,0
1-methyl-3-nonylimidazolium bis(2-ethylhexyl)phosphate,1,0,0
1-propyl-4-methylpyridinium trifluoroacetate,0,0,0
methyltrioctylammonium perfluorobutanesulfonate,0,0,1
1-butyl-1-methylpiperidinium dihydrogen phosphate,1,1,1
1-hexyl-3-methylimidazolium tosylate,0,0,0
1-butyl-2-methylpyridinium dimethyl phosphate,0,0,0
propylammonium hexafluorophosphate,1,1,1
1-butyl-3-vinylimidazolium dimethyl phosphate,0,0,0
"1,3-diethylimidazolium bis(2-ethylhexyl)phosphate",0,0,0
1-allyl-3-methylimidazolium dihydrogen phosphate,0,0,1
1-hexylpyridinium tricyanomethanide,0,0,0
2-hydroxyethylammonium bromide,1,1,1
1-hexadecyl-3-methylimidazolium hydrogensulfate,1,1,1
"1,2-dimethylimidazolium triflate",1,1,1
1-ethyl-3-methylpyridinium methyl sulfate,0,0,0
ethylammonium triflate,0,0,0
tributylmethylammonium trifluoroacetate,0,0,0
1-butyl-1-methylpiperidinium diethyl phosphate,0,0,0
triisobutylmethylphosphonium bis(fluorosulfonyl)imide,0,0,0
1-ethyl-3-vinylimidazolium acetate,0,0,0
tributylmethylphosphonium bis(pentafluoroethylsulfonyl)imide,0,0,0
1-ethylimidazolium diethyl phosphate,0,0,0
"1,3-dimethylimidazolium bis(fluorosulfonyl)imide",0,0,0
1-butyl-1-methylpiperidinium tosylate,1,0,0
1-ethyl-3-methylpyridinium hydrogensulfate,0,1,0
trimethylsulfonium nitrate,1,1,1
choline ethyl sulfate,1,0,0
1-ethyl-2-methylpyridinium dimethyl phosphate,0,0,0
1-benzyl-3-methylimidazolium diethyl phosphate,0,0,0
ethylammonium hydrogensulfate,0,0,1
1-hexadecyl-3-methylimidazolium methanesulfonate,1,1,1
1-butyl-3-ethylimidazolium dodecylbenzenesulfonate,1,0,0
methyltrioctylammonium dihydrogen phosphate,1,1,1
1-ethyl-3-methylimidazolium dodecylbenzenesulfonate,1,0,0
dimethylammonium tetrafluoroborate,1,1,1
propylammonium hydrogensulfate,0,0,0
2-hydroxyethylammonium trifluoroacetate,0,0,0
1-butyl-3-ethylimidazolium decanoate,0,0,0
1-methylimidazolium trifluoroacetate,0,1,1
1-ethyl-2-methylpyridinium chloride,1,1,1
1-ethyl-3-vinylimidazolium bis(pentafluoroethylsulfonyl)imide,0,0,0
1-benzyl-3-methylimidazolium triflate,0,1,1
1-ethyl-3-methylpyridinium acetate,0,0,0
1-hexyl-1-methylpyrrolidinium ethyl sulfate,0,0,0
1-butyl-1-methylpiperidinium dodecylbenzenesulfonate,1,0,0
"1,3-dimethylimidazolium bis(2-ethylhexyl)phosphate",0,0,0
"1,3-dimethylimidazolium dihydrogen phosphate",0,0,0
diethylmethylsulfonium dodecylbenzenesulfonate,1,0,0
1-ethyl-3-propylimidazolium bis(fluorosulfonyl)imide,0,0,0
1-butyl-4-methylpyridinium decanoate,0,0,0
1-methyl-1-octylpyrrolidinium dibutylphosphate,0,0,0
tributylmethylammonium bis(2-ethylhexyl)phosphate,1,0,0
1-ethylimidazolium decanoate,0,0,0
1-benzyl-3-methylimidazolium nitrate,0,1,1
"1,3-didecyl-2-methylimidazolium bromide",1,1,1
"1,2-dimethyl-3-propylimidazolium formate",0,0,0
1-butyl-3-ethylimidazolium hydrogensulfate,0,0,0
1-dodecyl-3-methylimidazolium acetate,1,1,0
1-benzyl-3-methylimidazolium dibutylphosphate,0,0,0
1-ethyl-4-methylpyridinium dihydrogen phosphate,0,0,0
diethylmethylammonium tricyanomethanide,0,0,0
1-methyl-3-octadecylimidazolium dimethyl phosphate,1,1,1
1-methylimidazolium dibutylphosphate,0,1,1
1-propylpyridinium dodecylbenzenesulfonate,1,0,1
1-ethyl-1-methylpyrrolidinium chloride,1,1,1
tributyltetradecylphosphonium chloride,0,1,0
choline hexafluorophosphate,1,1,1
1-butylpyridinium formate,0,0,0
1-ethylimidazolium perfluorobutanesulfonate,0,0,1
1-ethyl-3-vinylimidazolium triflate,0,0,0
1-methyl-3-pentylimidazolium perfluorobutanesulfonate,0,0,0
dimethylammonium triflate,0,1,0
tributyltetradecylphosphonium hexafluorophosphate,1,1,1
2-hydroxyethylammonium dibutylphosphate,0,0,0
1-ethyl-4-methylpyridinium dicyanamide,0,0,0
1-methyl-3-octadecylimidazolium trifluoroacetate,1,1,1
methylammonium triflate,1,1,1
1-(2-hydroxyethyl)-3-methylimidazolium bis(fluorosulfonyl)imide,0,0,0
trimethylsulfonium methanesulfonate,1,1,1
1-ethylimidazolium bis(fluorosulfonyl)imide,0,0,0
1-methylimidazolium acetate,0,1,1
1-hexyl-3-methylimidazolium diethyl phosphate,0,0,0
1-ethyl-3-vinylimidazolium dihydrogen phosphate,0,0,0
1-ethyl-4-methylpyridinium methanesulfonate,0,0,0
1-butyl-3-methylpyridinium acetate,0,0,0
1-methyl-1-propylpyrrolidinium dodecylbenzenesulfonate,1,0,0
1-methyl-3-octadecylimidazolium thiocyanate,1,1,1
1-propyl-2-methylpyridinium bis(2-ethylhexyl)phosphate,0,0,0
1-hexyl-1-methylpyrrolidinium chloride,1,1,1
1-hexyl-1-methylpyrrolidinium bromide,1,1,1
1-hexyl-1-methylpyrrolidinium tetrafluoroborate,1,1,1
"1,2-dimethylimidazolium methyl sulfate",0,0,0
tetraethylammonium thiocyanate,1,1,1
1-decyl-3-methylimidazolium dodecylbenzenesulfonate,1,0,0
"1-butyl-2,3-dimethylimidazolium formate",0,0,0
methylammonium acetate,1,1,1
1-methyl-3-pentylimidazolium ethyl sulfate,0,0,0
1-methyl-1-octylpyrrolidinium chloride,1,0,0
"1-decyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",0,0,0
1-methyl-1-octylpyrrolidinium nitrate,0,0,0
1-methyl-1-octylpyrrolidinium hydrogensulfate,0,0,0
"dimethylammonium 1,1,2,2-tetrafluoroethanesulfonate",0,1,0
hexadecyltrimethylammonium decanoate,1,1,1
"1,3-didecyl-2-methylimidazolium bis(fluorosulfonyl)imide",1,1,0
butyltrimethylammonium dihydrogen phosphate,1,1,1
"1-butyl-2,3-dimethylimidazolium ethyl sulfate",0,0,0
ethylammonium formate,0,0,0
1-propylpyridinium dibutylphosphate,0,0,1
1-ethyl-3-methylpyridinium dodecylbenzenesulfonate,1,0,0
ethylammonium thiocyanate,0,0,0
methylammonium methyl sulfate,1,1,1
"1,2-dimethylimidazolium bis(2,4,4-trimethylpentyl)phosphinate",0,0,0
1-ethyl-2-methylpyridinium bis(fluorosulfonyl)imide,0,0,0
triethylsulfonium bromide,1,1,1
1-ethyl-1-methylpyrrolidinium methanesulfonate,1,1,1
1-methyl-1-propylpiperidinium nitrate,0,1,1
1-propyl-4-methylpyridinium dihydrogen phosphate,0,0,0
1-allyl-3-methylimidazolium dibutylphosphate,0,0,0
"1,3-dimethylimidazolium decanoate",0,0,0
"1,2-dimethyl-3-propylimidazolium bis(2-ethylhexyl)phosphate",0,0,0
1-(2-hydroxyethyl)-3-methylimidazolium formate,0,0,0
1-methyl-1-octylpyrrolidinium bromide,0,0,0
1-ethyl-2-methylpyridinium diethyl phosphate,0,0,0
tetraethylammonium diethyl phosphate,1,1,1
ethylammonium tetrafluoroborate,1,0,1
"1-butyl-3-ethylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",0,0,0
1-butyl-3-methylpyridinium nitrate,0,1,0
ethyltributylphosphonium trifluoroacetate,0,1,0
diethylmethylsulfonium methyl sulfate,0,0,0
1-butylpyridinium methanesulfonate,0,0,0
1-hexylpyridinium methyl sulfate,0,0,0
1-butyl-3-vinylimidazolium acetate,0,0,0
1-ethyl-3-propylimidazolium tosylate,0,0,0
1-methyl-3-tetradecylimidazolium triflate,1,1,1
1-hexadecyl-3-methylimidazolium bis(fluorosulfonyl)imide,1,1,1
ethyltributylphosphonium thiocyanate,0,0,0
1-methyl-3-nonylimidazolium dibutylphosphate,0,0,0
1-butylpyridinium diethyl phosphate,0,0,0
1-propyl-2-methylpyridinium methyl sulfate,0,0,0
tributyltetradecylphosphonium acetate,0,0,0
"1,3-didecyl-2-methylimidazolium formate",1,1,1
1-methyl-1-propylpyrrolidinium perfluorobutanesulfonate,1,1,1
1-methyl-3-tetradecylimidazolium hydrogensulfate,1,1,1
1-butyl-3-vinylimidazolium methanesulfonate,0,0,1
tributylmethylphosphonium tosylate,0,0,0
1-butyl-1-methylpyrrolidinium bis(pentafluoroethylsulfonyl)imide,0,0,0
1-(2-methoxyethyl)-3-methylimidazolium dihydrogen phosphate,0,0,1
octyltriethylammonium ethyl sulfate,0,0,0
"2-hydroxyethylammonium bis(2,4,4-trimethylpentyl)phosphinate",1,1,0
n-ethyl-n-methyl-n-propylammonium diethyl phosphate,0,0,0
2-methyl-1-propylpyridinium bromide,1,1,1
1-hexyl-3-methylimidazolium dodecylbenzenesulfonate,1,0,0
diethylmethylsulfonium bis(pentafluoroethylsulfonyl)imide,0,0,0
1-propyl-2-methylpyridinium chloride,1,1,1
