pair_sml,state,conductivity_norm,conductivity
CCCC[N+]1=CC=CC=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,,
CCCC[N+]1=CC=CC=C1.O=C(C(F)(F)F)[O-],0.0,,
CCCC[N+]1=CC=CC=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,,
CCCC[N+]1=CC=CC=C1.[O-]P(OCC)(OCC)=O,0.0,,
CCCC[N+]1=CC=CC=C1.[O-]P(OC)(OC)=O,0.0,,
CCCC[N+]1=CC=CC=C1.[O-]S(=O)(OC)=O,0.0,,
CCCC[N+]1=CC=CC=C1.N#C[N-]C#N,0.0,,
CCCC[N+]1=CC=CC=C1.N#C[C-](C#N)C#N,-0.0,,
CCCC[N+]1=CC=CC=C1.O=C(CCCCCCCCC)[O-],0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[S-]C#N,0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.O=C(C)[O-],0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]S(=O)(OCC)=O,0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]S(=O)(CCCC)=O,0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.O=C([H])[O-],0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.O=C(C(F)(F)F)[O-],0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]P(OCC)(OCC)=O,0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]P(OC)(OC)=O,0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]S(=O)(OC)=O,0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.N#C[N-]C#N,0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-][N+]([O-])=O,0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.N#C[C-](C#N)C#N,0.0,,
CCN1C=C[N+](CCCCCCCCCCCC)=C1.O=C(CCCCCCCCC)[O-],0.0,,
CN1C=C[N+](CC)=C1C.[S-]C#N,0.0,,
CN1C=C[N+](CC)=C1C.O=C(C)[O-],0.0,,
CN1C=C[N+](CC)=C1C.[O-]S(=O)(OCC)=O,0.0,,
CN1C=C[N+](CC)=C1C.[O-]S(=O)(CCCC)=O,0.0,,
CN1C=C[N+](CC)=C1C.O=C([H])[O-],0.0,,
CN1C=C[N+](CC)=C1C.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,,
CN1C=C[N+](CC)=C1C.[O-]P(OCCCC)(OCCCC)=O,0.0,,
CN1C=C[N+](CC)=C1C.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,,
CN1C=C[N+](CC)=C1C.O=C(C(F)(F)F)[O-],0.0,,
CN1C=C[N+](CC)=C1C.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,,
CN1C=C[N+](CC)=C1C.[O-]P(OCC)(OCC)=O,0.0,,
CN1C=C[N+](CC)=C1C.[O-]P(OC)(OC)=O,0.0,,
CN1C=C[N+](CC)=C1C.[O-]S(=O)(OC)=O,0.0,,
CN1C=C[N+](CC)=C1C.N#C[N-]C#N,0.0,,
CN1C=C[N+](CC)=C1C.N#C[C-](C#N)C#N,-0.0,,
CN1C=C[N+](CC)=C1C.O=C(CCCCCCCCC)[O-],0.0,,
CC[N+]1=C(C)C=CC=C1.O=C(C)[O-],0.0,,
CC[N+]1=C(C)C=CC=C1.[O-]S(=O)(OCC)=O,0.0,,
CC[N+]1=C(C)C=CC=C1.O=C([H])[O-],0.0,,
CC[N+]1=C(C)C=CC=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,,
CC[N+]1=C(C)C=CC=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,,
CC[N+]1=C(C)C=CC=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,,
CC[N+]1=C(C)C=CC=C1.O=C(C(F)(F)F)[O-],0.0,,
CC[N+]1=C(C)C=CC=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,,
CC[N+]1=C(C)C=CC=C1.[O-]P(OCC)(OCC)=O,0.0,,
CC[N+]1=C(C)C=CC=C1.[O-]P(OC)(OC)=O,0.0,,
CC[N+]1=C(C)C=CC=C1.N#C[N-]C#N,0.0,,
CC[N+]1=C(C)C=CC=C1.N#C[C-](C#N)C#N,0.0,,
CC[N+]1=C(C)C=CC=C1.O=C(CCCCCCCCC)[O-],0.0,,
C[N+]1=CN(CC)C=C1.[O-]S(=O)(CCCC)=O,0.0,,
C[N+]1=CN(CC)C=C1.O=C([H])[O-],0.0,,
C[N+]1=CN(CC)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,-0.0,,
C[N+]1=CN(CC)C=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,-0.0,,
C[N+]1=CN(CC)C=C1.N#C[C-](C#N)C#N,-0.0,,
C[N+]1=CN(CC)C=C1.O=C(CCCCCCCCC)[O-],0.0,,
CC[N+]1=CN(C=C)C=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,,
CC[N+]1=CN(C=C)C=C1.[S-]C#N,0.0,,
CC[N+]1=CN(C=C)C=C1.O=C(C)[O-],0.0,,
CC[N+]1=CN(C=C)C=C1.[O-]S(=O)(OCC)=O,0.0,,
CC[N+]1=CN(C=C)C=C1.[O-]S(=O)(C)=O,0.0,,
CC[N+]1=CN(C=C)C=C1.[O-]S(=O)(CCCC)=O,0.0,,
CC[N+]1=CN(C=C)C=C1.O=C([H])[O-],0.0,,
CC[N+]1=CN(C=C)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,-0.0,,
CC[N+]1=CN(C=C)C=C1.[O-]P(OCCCC)(OCCCC)=O,-0.0,,
CC[N+]1=CN(C=C)C=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,-0.0,,
CC[N+]1=CN(C=C)C=C1.O=C(C(F)(F)F)[O-],-0.0,,
CC[N+]1=CN(C=C)C=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,-0.0,,
CC[N+]1=CN(C=C)C=C1.[O-]P(OCC)(OCC)=O,-0.0,,
CC[N+]1=CN(C=C)C=C1.[O-]P(OC)(OC)=O,0.0,,
CC[N+]1=CN(C=C)C=C1.[O-]S(=O)(OC)=O,0.0,,
CC[N+]1=CN(C=C)C=C1.N#C[N-]C#N,-0.0,,
CC[N+]1=CN(C=C)C=C1.[O-][N+]([O-])=O,0.0,,
CC[N+]1=CN(C=C)C=C1.N#C[C-](C#N)C#N,-0.0,,
CC[N+]1=CN(C=C)C=C1.O=C(CCCCCCCCC)[O-],0.0,,
CC[N+]1=CN(C=C)C=C1.F[B-](F)(F)F,0.0,,
CC[N+]1=CN(C=C)C=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,,
CC1=CC=[N+](CC)C=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,,
CC1=CC=[N+](CC)C=C1.[S-]C#N,0.0,,
CC1=CC=[N+](CC)C=C1.O=C(C)[O-],0.0,,
CC1=CC=[N+](CC)C=C1.[O-]S(=O)(OCC)=O,0.0,,
CC1=CC=[N+](CC)C=C1.[O-]S(=O)(CCCC)=O,0.0,,
CC1=CC=[N+](CC)C=C1.O=C([H])[O-],0.0,,
CC1=CC=[N+](CC)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,,
CC1=CC=[N+](CC)C=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,,
CC1=CC=[N+](CC)C=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,,
CC1=CC=[N+](CC)C=C1.O=C(C(F)(F)F)[O-],0.0,,
CC1=CC=[N+](CC)C=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,,
CC1=CC=[N+](CC)C=C1.[O-]P(OCC)(OCC)=O,0.0,,
CC1=CC=[N+](CC)C=C1.[O-]P(OC)(OC)=O,0.0,,
CC1=CC=[N+](CC)C=C1.[O-]S(=O)(OC)=O,0.0,,
CC1=CC=[N+](CC)C=C1.N#C[N-]C#N,0.0,,
CC1=CC=[N+](CC)C=C1.N#C[C-](C#N)C#N,-0.0,,
CC1=CC=[N+](CC)C=C1.O=C(CCCCCCCCC)[O-],0.0,,
CC1=CC=[N+](CC)C=C1.F[B-](F)(F)F,0.0,,
CC[N+]1=CC=CC=C1.[S-]C#N,0.0,,
CC[N+]1=CC=CC=C1.O=C(C)[O-],0.0,,
CC[N+]1=CC=CC=C1.[O-]S(=O)(OCC)=O,0.0,,
CC[N+]1=CC=CC=C1.O=C([H])[O-],0.0,,
CC[N+]1=CC=CC=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,,
CC[N+]1=CC=CC=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,,
CC[N+]1=CC=CC=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,,
CC[N+]1=CC=CC=C1.O=C(C(F)(F)F)[O-],0.0,,
CC[N+]1=CC=CC=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,,
CC[N+]1=CC=CC=C1.[O-]P(OCC)(OCC)=O,0.0,,
CC[N+]1=CC=CC=C1.[O-]P(OC)(OC)=O,0.0,,
CC[N+]1=CC=CC=C1.N#C[N-]C#N,0.0,,
CC[N+]1=CC=CC=C1.N#C[C-](C#N)C#N,0.0,,
CC[N+]1=CC=CC=C1.O=C(CCCCCCCCC)[O-],0.0,,
C[N+]1(CCCCCC)CCCC1.O=C(C)[O-],0.0,,
C[N+]1(CCCCCC)CCCC1.[O-]S(=O)(OCC)=O,0.0,,
C[N+]1(CCCCCC)CCCC1.O=C([H])[O-],0.0,,
C[N+]1(CCCCCC)CCCC1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,,
C[N+]1(CCCCCC)CCCC1.[O-]P(OCCCC)(OCCCC)=O,0.0,,
C[N+]1(CCCCCC)CCCC1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,,
C[N+]1(CCCCCC)CCCC1.O=C(C(F)(F)F)[O-],0.0,,
C[N+]1(CCCCCC)CCCC1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,,
C[N+]1(CCCCCC)CCCC1.[O-]P(OCC)(OCC)=O,0.0,,
C[N+]1(CCCCCC)CCCC1.N#C[N-]C#N,0.0,,
C[N+]1(CCCCCC)CCCC1.N#C[C-](C#N)C#N,0.0,,
C[N+]1(CCCCCC)CCCC1.O=C(CCCCCCCCC)[O-],0.0,,
CCCCCC[N+]1=CC=CC=C1.[S-]C#N,0.0,,
CCCCCC[N+]1=CC=CC=C1.O=C(C)[O-],0.0,,
CCCCCC[N+]1=CC=CC=C1.[O-]S(=O)(OCC)=O,0.0,,
CCCCCC[N+]1=CC=CC=C1.[O-]S(=O)(CCCC)=O,0.0,,
CCCCCC[N+]1=CC=CC=C1.O=C([H])[O-],0.0,,
CCCCCC[N+]1=CC=CC=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,,
CCCCCC[N+]1=CC=CC=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,,
CCCCCC[N+]1=CC=CC=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,,
CCCCCC[N+]1=CC=CC=C1.O=C(C(F)(F)F)[O-],0.0,,
CCCCCC[N+]1=CC=CC=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,,
CCCCCC[N+]1=CC=CC=C1.[O-]P(OCC)(OCC)=O,0.0,,
CCCCCC[N+]1=CC=CC=C1.[O-]P(OC)(OC)=O,0.0,,
CCCCCC[N+]1=CC=CC=C1.[O-]S(=O)(OC)=O,0.0,,
CCCCCC[N+]1=CC=CC=C1.N#C[N-]C#N,0.0,,
CCCCCC[N+]1=CC=CC=C1.N#C[C-](C#N)C#N,0.0,,
CCCCCC[N+]1=CC=CC=C1.O=C(CCCCCCCCC)[O-],0.0,,
C[N+]1(CCCCCCCC)CCCC1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,,
C[N+]1(CCCCCCCC)CCCC1.[O-]P(OCCCC)(OCCCC)=O,0.0,,
C[N+]1(CCCCCCCC)CCCC1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,,
C[N+]1(CCCCCCCC)CCCC1.O=C(C(F)(F)F)[O-],0.0,,
C[N+]1(CCCCCCCC)CCCC1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,,
C[N+]1(CCCCCCCC)CCCC1.[O-]P(OCC)(OCC)=O,0.0,,
C[N+]1(CCCCCCCC)CCCC1.N#C[N-]C#N,0.0,,
C[N+]1(CCCCCCCC)CCCC1.N#C[C-](C#N)C#N,0.0,,
C[N+]1(CCC)CCCCC1.O=C(C)[O-],0.0,,
C[N+]1(CCC)CCCCC1.[O-]S(=O)(OCC)=O,0.0,,
C[N+]1(CCC)CCCCC1.O=C([H])[O-],0.0,,
C[N+]1(CCC)CCCCC1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,,
C[N+]1(CCC)CCCCC1.[O-]P(OCCCC)(OCCCC)=O,0.0,,
C[N+]1(CCC)CCCCC1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,,
C[N+]1(CCC)CCCCC1.O=C(C(F)(F)F)[O-],0.0,,
C[N+]1(CCC)CCCCC1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,,
C[N+]1(CCC)CCCCC1.[O-]P(OCC)(OCC)=O,0.0,,
C[N+]1(CCC)CCCCC1.[O-]P(OC)(OC)=O,0.0,,
C[N+]1(CCC)CCCCC1.N#C[N-]C#N,0.0,,
C[N+]1(CCC)CCCCC1.N#C[C-](C#N)C#N,0.0,,
C[N+]1(CCC)CCCCC1.O=C(CCCCCCCCC)[O-],0.0,,
C[N+]1(CCC)CCCC1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.0,,
C[N+]1(CCC)CCCC1.[S-]C#N,0.0,,
C[N+]1(CCC)CCCC1.O=C(C)[O-],0.0,,
C[N+]1(CCC)CCCC1.[O-]S(=O)(OCC)=O,0.0,,
C[N+]1(CCC)CCCC1.O=C([H])[O-],0.0,,
C[N+]1(CCC)CCCC1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,,
C[N+]1(CCC)CCCC1.[O-]P(OCCCC)(OCCCC)=O,0.0,,
C[N+]1(CCC)CCCC1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,,
C[N+]1(CCC)CCCC1.O=C(C(F)(F)F)[O-],0.0,,
C[N+]1(CCC)CCCC1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,,
C[N+]1(CCC)CCCC1.[O-]P(OCC)(OCC)=O,0.0,,
C[N+]1(CCC)CCCC1.[O-]P(OC)(OC)=O,0.0,,
C[N+]1(CCC)CCCC1.N#C[C-](C#N)C#N,0.0,,
C[N+]1(CCC)CCCC1.O=C(CCCCCCCCC)[O-],0.0,,
C[N+]1=CN(CCCCCCCC)C=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,,
C[N+]1=CN(CCCCCCCC)C=C1.[S-]C#N,0.0,,
C[N+]1=CN(CCCCCCCC)C=C1.O=C(C)[O-],0.0,,
C[N+]1=CN(CCCCCCCC)C=C1.[O-]S(=O)(OCC)=O,0.0,,
C[N+]1=CN(CCCCCCCC)C=C1.O=C([H])[O-],0.0,,
C[N+]1=CN(CCCCCCCC)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,,
C[N+]1=CN(CCCCCCCC)C=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,,
C[N+]1=CN(CCCCCCCC)C=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,,
C[N+]1=CN(CCCCCCCC)C=C1.O=C(C(F)(F)F)[O-],0.0,,
C[N+]1=CN(CCCCCCCC)C=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,,
C[N+]1=CN(CCCCCCCC)C=C1.[O-]P(OCC)(OCC)=O,0.0,,
C[N+]1=CN(CCCCCCCC)C=C1.[O-]P(OC)(OC)=O,0.0,,
C[N+]1=CN(CCCCCCCC)C=C1.[O-]S(=O)(OC)=O,0.0,,
C[N+]1=CN(CCCCCCCC)C=C1.N#C[N-]C#N,0.0,,
C[N+]1=CN(CCCCCCCC)C=C1.[O-][N+]([O-])=O,0.0,,
C[N+]1=CN(CCCCCCCC)C=C1.O=C(CCCCCCCCC)[O-],0.0,,
C[N+]1=CN(CCC)C=C1.[S-]C#N,0.0,,
C[N+]1=CN(CCC)C=C1.O=C(C)[O-],0.0,,
C[N+]1=CN(CCC)C=C1.[O-]S(=O)(OCC)=O,0.0,,
C[N+]1=CN(CCC)C=C1.[O-]S(=O)(O)=O,0.0,,
C[N+]1=CN(CCC)C=C1.[O-]S(=O)(C)=O,0.0,,
C[N+]1=CN(CCC)C=C1.[O-]S(=O)(CCCC)=O,0.0,,
C[N+]1=CN(CCC)C=C1.O=C([H])[O-],0.0,,
C[N+]1=CN(CCC)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,-0.0,,
C[N+]1=CN(CCC)C=C1.[O-]P(OCCCC)(OCCCC)=O,-0.0,,
C[N+]1=CN(CCC)C=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,-0.0,,
C[N+]1=CN(CCC)C=C1.[O-]P(O)(O)=O,0.0,,
C[N+]1=CN(CCC)C=C1.O=C(C(F)(F)F)[O-],-0.0,,
C[N+]1=CN(CCC)C=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,-0.0,,
C[N+]1=CN(CCC)C=C1.[O-]P(OCC)(OCC)=O,-0.0,,
C[N+]1=CN(CCC)C=C1.[O-]P(OC)(OC)=O,0.0,,
C[N+]1=CN(CCC)C=C1.[O-]S(=O)(OC)=O,0.0,,
C[N+]1=CN(CCC)C=C1.N#C[N-]C#N,-0.0,,
C[N+]1=CN(CCC)C=C1.[O-][N+]([O-])=O,0.0,,
C[N+]1=CN(CCC)C=C1.N#C[C-](C#N)C#N,-0.0,,
C[N+]1=CN(CCC)C=C1.O=C(CCCCCCCCC)[O-],0.0,,
C[N+]1=CN(CCC)C=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,,
CC1=C[N+](CCC)=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,,
CC1=C[N+](CCC)=CC=C1.[S-]C#N,0.0,,
CC1=C[N+](CCC)=CC=C1.O=C(C)[O-],0.0,,
CC1=C[N+](CCC)=CC=C1.[O-]S(=O)(OCC)=O,0.0,,
CC1=C[N+](CCC)=CC=C1.[O-]S(=O)(CCCC)=O,0.0,,
CC1=C[N+](CCC)=CC=C1.O=C([H])[O-],0.0,,
CC1=C[N+](CCC)=CC=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,,
CC1=C[N+](CCC)=CC=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,,
CC1=C[N+](CCC)=CC=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,,
CC1=C[N+](CCC)=CC=C1.O=C(C(F)(F)F)[O-],0.0,,
CC1=C[N+](CCC)=CC=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,,
CC1=C[N+](CCC)=CC=C1.[O-]P(OCC)(OCC)=O,0.0,,
CC1=C[N+](CCC)=CC=C1.[O-]P(OC)(OC)=O,0.0,,
CC1=C[N+](CCC)=CC=C1.[O-]S(=O)(OC)=O,0.0,,
CC1=C[N+](CCC)=CC=C1.N#C[N-]C#N,-0.0,,
CC1=C[N+](CCC)=CC=C1.[O-][N+]([O-])=O,0.0,,
CC1=C[N+](CCC)=CC=C1.N#C[C-](C#N)C#N,-0.0,,
CC1=C[N+](CCC)=CC=C1.O=C(CCCCCCCCC)[O-],0.0,,
CC1=C[N+](CCC)=CC=C1.F[B-](F)(F)F,0.0,,
CCC[N+]1=CC=C(C)C=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,,
CCC[N+]1=CC=C(C)C=C1.[S-]C#N,0.0,,
CCC[N+]1=CC=C(C)C=C1.O=C(C)[O-],0.0,,
CCC[N+]1=CC=C(C)C=C1.[O-]S(=O)(OCC)=O,0.0,,
CCC[N+]1=CC=C(C)C=C1.[O-]S(=O)(CCCC)=O,0.0,,
CCC[N+]1=CC=C(C)C=C1.O=C([H])[O-],0.0,,
CCC[N+]1=CC=C(C)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,,
CCC[N+]1=CC=C(C)C=C1.[O-]P(OCCCC)(OCCCC)=O,-0.0,,
CCC[N+]1=CC=C(C)C=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,-0.0,,
CCC[N+]1=CC=C(C)C=C1.O=C(C(F)(F)F)[O-],0.0,,
CCC[N+]1=CC=C(C)C=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,,
CCC[N+]1=CC=C(C)C=C1.[O-]P(OCC)(OCC)=O,0.0,,
CCC[N+]1=CC=C(C)C=C1.[O-]P(OC)(OC)=O,0.0,,
CCC[N+]1=CC=C(C)C=C1.[O-]S(=O)(OC)=O,0.0,,
CCC[N+]1=CC=C(C)C=C1.N#C[N-]C#N,-0.0,,
CCC[N+]1=CC=C(C)C=C1.[O-][N+]([O-])=O,0.0,,
CCC[N+]1=CC=C(C)C=C1.N#C[C-](C#N)C#N,-0.0,,
CCC[N+]1=CC=C(C)C=C1.O=C(CCCCCCCCC)[O-],0.0,,
CCC[N+]1=CC=C(C)C=C1.F[B-](F)(F)F,0.0,,
OCC[NH3+].O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.0,,
OCC[NH3+].C(F)(F)(F)S(=O)(=O)[O-],0.0,,
OCC[NH3+].[S-]C#N,0.0,,
OCC[NH3+].O=C(C)[O-],0.0,,
OCC[NH3+].[O-]S(=O)(OCC)=O,0.0,,
OCC[NH3+].[O-]S(=O)(CCCC)=O,0.0,,
OCC[NH3+].[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,-0.0,,
OCC[NH3+].[O-]P(OCCCC)(OCCCC)=O,-0.0,,
OCC[NH3+].O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,-0.0,,
OCC[NH3+].O=C(C(F)(F)F)[O-],-0.0,,
OCC[NH3+].[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,-0.0,,
OCC[NH3+].[O-]P(OCC)(OCC)=O,-0.0,,
OCC[NH3+].[O-]P(OC)(OC)=O,0.0,,
OCC[NH3+].[O-]S(=O)(OC)=O,0.0,,
OCC[NH3+].N#C[N-]C#N,-0.0,,
OCC[NH3+].[O-][N+]([O-])=O,0.0,,
OCC[NH3+].N#C[C-](C#N)C#N,-0.0,,
OCC[NH3+].O=C(CCCCCCCCC)[O-],0.0,,
OCC[NH3+].F[B-](F)(F)F,0.0,,
C[N+](CCCC)(C)C.[S-]C#N,0.0,,
C[N+](CCCC)(C)C.O=C(C)[O-],0.0,,
C[N+](CCCC)(C)C.[O-]S(=O)(OCC)=O,0.0,,
C[N+](CCCC)(C)C.O=C([H])[O-],0.0,,
C[N+](CCCC)(C)C.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,,
C[N+](CCCC)(C)C.[O-]P(OCCCC)(OCCCC)=O,0.0,,
C[N+](CCCC)(C)C.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,,
C[N+](CCCC)(C)C.O=C(C(F)(F)F)[O-],0.0,,
C[N+](CCCC)(C)C.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,,
C[N+](CCCC)(C)C.[O-]P(OCC)(OCC)=O,0.0,,
C[N+](CCCC)(C)C.[O-]P(OC)(OC)=O,0.0,,
C[N+](CCCC)(C)C.N#C[N-]C#N,0.0,,
C[N+](CCCC)(C)C.N#C[C-](C#N)C#N,0.0,,
C[N+](CCCC)(C)C.O=C(CCCCCCCCC)[O-],0.0,,
C[NH+](CC)CC.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.0,,
C[NH+](CC)CC.[S-]C#N,0.0,,
C[NH+](CC)CC.O=C(C)[O-],0.0,,
C[NH+](CC)CC.[O-]S(=O)(OCC)=O,0.0,,
C[NH+](CC)CC.[O-]S(=O)(CCCC)=O,0.0,,
C[NH+](CC)CC.O=C([H])[O-],0.0,,
C[NH+](CC)CC.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,-0.0,,
C[NH+](CC)CC.[O-]P(OCCCC)(OCCCC)=O,-0.0,,
C[NH+](CC)CC.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,-0.0,,
C[NH+](CC)CC.O=C(C(F)(F)F)[O-],-0.0,,
C[NH+](CC)CC.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,-0.0,,
C[NH+](CC)CC.[O-]P(OCC)(OCC)=O,-0.0,,
C[NH+](CC)CC.[O-]P(OC)(OC)=O,0.0,,
C[NH+](CC)CC.[O-]S(=O)(OC)=O,0.0,,
C[NH+](CC)CC.N#C[N-]C#N,-0.0,,
C[NH+](CC)CC.[O-][N+]([O-])=O,0.0,,
C[NH+](CC)CC.N#C[C-](C#N)C#N,-0.0,,
C[NH+](CC)CC.O=C(CCCCCCCCC)[O-],0.0,,
C[NH+](CC)CC.F[B-](F)(F)F,0.0,,
C[S+](C)CC.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,,
C[S+](C)CC.[O-]P(OCCCC)(OCCCC)=O,0.0,,
C[S+](C)CC.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,,
C[S+](C)CC.O=C(C(F)(F)F)[O-],0.0,,
