anion,anion_sml,Asphericity_anion,Eccentricity_anion,InertialShapeFactor_anion,NPR1_anion,NPR2_anion,PMI1_anion,PMI2_anion,PMI3_anion,RadiusOfGyration_anion,SpherocityIndex_anion,ExactMolWt_anion,FpDensityMorgan1_anion,FpDensityMorgan2_anion,HeavyAtomMolWt_anion,MaxAbsPartialCharge_anion,MaxPartialCharge_anion,MinPartialCharge_anion,NumRadicalElectrons_anion,NumValenceElectrons_anion,volume_anion,cation,cation_sml,Asphericity_cation,Eccentricity_cation,InertialShapeFactor_cation,NPR1_cation,NPR2_cation,PMI1_cation,PMI2_cation,PMI3_cation,RadiusOfGyration_cation,SpherocityIndex_cation,ExactMolWt_cation,FpDensityMorgan1_cation,FpDensityMorgan2_cation,HeavyAtomMolWt_cation,MaxAbsPartialCharge_cation,MaxPartialCharge_cation,MinPartialCharge_cation,NumRadicalElectrons_cation,NumValenceElectrons_cation,volume_cation,pair,pair_sml,Asphericity_pair,Eccentricity_pair,InertialShapeFactor_pair,NPR1_pair,NPR2_pair,PMI1_pair,PMI2_pair,PMI3_pair,RadiusOfGyration_pair,SpherocityIndex_pair,ExactMolWt_pair,FpDensityMorgan1_pair,FpDensityMorgan2_pair,HeavyAtomMolWt_pair,MaxAbsPartialCharge_pair,MaxPartialCharge_pair,MinPartialCharge_pair,NumRadicalElectrons_pair,NumValenceElectrons_pair,volume_pair
bis(trifluoromethylsulfonyl)imide,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.38804031089909696,0.9597450644494456,0.0019364858404103576,0.2808725890237946,0.9451130799698834,488.0557658865225,1642.2673700458345,1737.6411403576876,2.627442625645582,0.31479883270634373,279.91784237991,0.6666666666666666,0.8666666666666667,280.147,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,92,157.37600000000003,1-decyl-3-methylimidazolium,CN1C=C[N+](CCCCCCCCCC)=C1,0.5638576909509398,0.9845054033443945,0.0013109790392925888,0.175354243705965,0.882508238185646,673.1673136908826,3387.860410185763,3838.8994726563524,4.205043714809542,0.15203724373972352,223.21687528408998,1.1875,1.9375,196.16799999999995,0.24302882573809623,0.24302882573809623,-0.23953399595467195,0,92,250.29600000000005,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CN1C=C[N+](CCCCCCCCCC)=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.5679996461686575,0.9842945583896783,0.001064694413141529,0.1765339126753505,0.9699186577290473,910.9831382200714,5005.154699432328,5160.386038094494,3.316451416358698,0.22956145485754006,503.1347176640007,0.9354838709677419,1.4193548387096775,476.315,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,184,299.3280000000001
bis(trifluoromethylsulfonyl)imide,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.38804031089909696,0.9597450644494456,0.0019364858404103576,0.2808725890237946,0.9451130799698834,488.0557658865225,1642.2673700458345,1737.6411403576876,2.627442625645582,0.31479883270634373,279.91784237991,0.6666666666666666,0.8666666666666667,280.147,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,92,157.37600000000003,1-ethyl-3-methylpyridinium,CC[N+]1=CC=CC(C)=C1,0.35239928915608093,0.9531118009594266,0.004615205905297302,0.3026183981054004,0.7731108374419461,167.51383433501303,427.95402248063857,553.5480836055078,2.1683451829047957,0.17533039654031088,122.09642580408999,2.0,3.0,110.09499999999997,0.20515943326838604,0.17117090169940827,-0.20515943326838604,0,48,131.88800000000003,1-ethyl-3-methylpyridinium bis(trifluoromethylsulfonyl)imide,CC[N+]1=CC=CC(C)=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.37194739386329245,0.9573172740633644,0.0013810919189373736,0.28903916132574314,0.9106888978014109,659.3977455911149,2077.5946186348965,2281.3439624120097,2.497292183819963,0.24929781729479306,402.0142681840003,1.1666666666666667,1.6666666666666667,390.242,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,140,194.22400000000005
bis(trifluoromethylsulfonyl)imide,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.38804031089909696,0.9597450644494456,0.0019364858404103576,0.2808725890237946,0.9451130799698834,488.0557658865225,1642.2673700458345,1737.6411403576876,2.627442625645582,0.31479883270634373,279.91784237991,0.6666666666666666,0.8666666666666667,280.147,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,92,157.37600000000003,1-hexyl-3-methylimidazolium,CN1C=C[N+](CCCCCC)=C1,0.5646295580104459,0.9845081692071911,0.0037244623462811812,0.17533871439104545,0.9080770024157362,243.81425236381762,1262.7109546325973,1390.532907752797,2.9427054145521003,0.21378884981561755,167.15427502808998,1.5833333333333333,2.5833333333333335,148.12399999999997,0.24302882573808665,0.24302882573808665,-0.23953399595467198,0,68,184.69600000000005,1-hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CN1C=C[N+](CCCCCC)=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.568011108309043,0.9842777523135626,0.0014935704474960396,0.17662759212694099,0.9713511945402065,650.3551246402002,3576.582908635183,3682.0698103204318,2.972944848071789,0.1806156307744042,447.07211740800045,1.0740740740740742,1.6296296296296295,428.271,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,160,233.80000000000007
bis(trifluoromethylsulfonyl)imide,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.38804031089909696,0.9597450644494456,0.0019364858404103576,0.2808725890237946,0.9451130799698834,488.0557658865225,1642.2673700458345,1737.6411403576876,2.627442625645582,0.31479883270634373,279.91784237991,0.6666666666666666,0.8666666666666667,280.147,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,92,157.37600000000003,"1,2-dimethyl-3-propylimidazolium",C[N+]1=C(C)N(CCC)C=C1,0.31812794994612414,0.9456185577910193,0.003918979769238721,0.32527764011876426,0.8304895650650026,211.914736479063,541.0546426280753,651.4887909346902,2.2458744394287375,0.28948094929512597,139.12297490009,2.0,3.0,124.10199999999998,0.2525057315479519,0.2525057315479519,-0.2371895014188284,0,56,150.84800000000004,"1,2-dimethyl-3-propylimidazolium bis(trifluoromethylsulfonyl)imide",C[N+]1=C(C)N(CCC)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.2886203864511129,0.9345668145604172,0.0012128030102547466,0.3557876742137011,0.9417826443230062,776.5338940947936,2055.512872398639,2182.576717450798,2.445152808188785,0.2930398791069272,419.0408172800004,1.2,1.72,404.249,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,148,199.82400000000004
bis(trifluoromethylsulfonyl)imide,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.38804031089909696,0.9597450644494456,0.0019364858404103576,0.2808725890237946,0.9451130799698834,488.0557658865225,1642.2673700458345,1737.6411403576876,2.627442625645582,0.31479883270634373,279.91784237991,0.6666666666666666,0.8666666666666667,280.147,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,92,157.37600000000003,"1,3-diethylimidazolium",CCN1C=C[N+](CC)=C1,0.5448960160651751,0.9825039601838839,0.008115436322358751,0.18624169303081803,0.9293462276234687,114.51586713372848,571.4342873061751,614.877717605258,2.279299665536491,0.23985561777755626,125.10732483608999,1.8888888888888888,2.888888888888889,112.09099999999998,0.24323202542189815,0.24323202542189815,-0.23711926896139288,0,50,135.00000000000003,"1,3-diethylimidazolium bis(trifluoromethylsulfonyl)imide",CCN1C=C[N+](CC)=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.44586857405478036,0.9690533563880228,0.0015718300454446465,0.24685135704125172,0.980831609883629,624.0061466735527,2479.406881756866,2527.861925301363,2.6355882673348408,0.3110323380864615,405.02516721600034,1.125,1.625,392.238,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,142,192.85600000000005
bis(trifluoromethylsulfonyl)imide,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.38804031089909696,0.9597450644494456,0.0019364858404103576,0.2808725890237946,0.9451130799698834,488.0557658865225,1642.2673700458345,1737.6411403576876,2.627442625645582,0.31479883270634373,279.91784237991,0.6666666666666666,0.8666666666666667,280.147,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,92,157.37600000000003,"1,3-dimethylimidazolium",CN1C=C[N+](C)=C1,0.4771435448936777,0.9747729698535834,0.011288271027752296,0.22319869453656083,0.7979856877812649,70.69157764013738,252.73833845953519,316.7203902644593,1.8152008909565513,0.1061453557812683,97.07602470808999,2.0,3.0,88.06899999999999,0.24280537230327254,0.24280537230327254,-0.23954130691106973,0,38,101.40000000000002,"1,3-dimethylimidazolium bis(trifluoromethylsulfonyl)imide",CN1C=C[N+](C)=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.4512084473386879,0.9706442341010669,0.001754262498128869,0.2405197929617297,0.9495808841490925,541.299198473395,2137.068908741942,2250.5391003705204,2.55578211743571,0.22552976705416078,376.99386708800023,1.0909090909090908,1.5454545454545454,368.216,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,130,174.10400000000004
bis(trifluoromethylsulfonyl)imide,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.38804031089909696,0.9597450644494456,0.0019364858404103576,0.2808725890237946,0.9451130799698834,488.0557658865225,1642.2673700458345,1737.6411403576876,2.627442625645582,0.31479883270634373,279.91784237991,0.6666666666666666,0.8666666666666667,280.147,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,92,157.37600000000003,1-(2-hydroxyethyl)-3-methylimidazolium,CN1C=C[N+](CCO)=C1,0.4634777650205259,0.9727434309195867,0.007189799806682608,0.23188406069152617,0.933155746062109,129.78883573292,522.3006595524544,559.7143475315331,2.1828000340139155,0.2655472930597931,127.08658939208999,2.2222222222222223,3.2222222222222223,116.07899999999998,0.39228864422242954,0.24311341166330297,-0.39228864422242954,0,50,126.65600000000003,1-(2-hydroxyethyl)-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CN1C=C[N+](CCO)=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.4183059276583639,0.9655219827062859,0.0014522710106292692,0.26032153370576655,0.9397149038438174,647.0658003678245,2335.793615370066,2485.6407042345686,2.5909226419688083,0.2931171701184955,407.00443177200026,1.25,1.75,396.226,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,142,191.29600000000005
bis(trifluoromethylsulfonyl)imide,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.38804031089909696,0.9597450644494456,0.0019364858404103576,0.2808725890237946,0.9451130799698834,488.0557658865225,1642.2673700458345,1737.6411403576876,2.627442625645582,0.31479883270634373,279.91784237991,0.6666666666666666,0.8666666666666667,280.147,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,92,157.37600000000003,1-allyl-3-methylimidazolium,CN1C=C[N+](CC=C)=C1,0.5773151708104666,0.9855175473373246,0.008771746289889958,0.16957347637594794,0.9282269140043343,105.82008226505363,579.2477131435846,624.0367569657433,2.3051746324721667,0.21562522647403468,123.09167477208999,2.4444444444444446,3.4444444444444446,112.09099999999998,0.24329181033409839,0.24329181033409839,-0.23952585405322246,0,48,128.92800000000003,1-allyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CN1C=C[N+](CC=C)=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.4478111088256088,0.9698390312868149,0.0016051808389218305,0.24374628898231948,0.9623197340582915,599.5086103224752,2366.883076907185,2459.559949919736,2.5935513542634103,0.2875008338030981,403.0095171520003,1.3333333333333333,1.8333333333333333,392.238,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,140,191.86400000000003
bis(trifluoromethylsulfonyl)imide,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.38804031089909696,0.9597450644494456,0.0019364858404103576,0.2808725890237946,0.9451130799698834,488.0557658865225,1642.2673700458345,1737.6411403576876,2.627442625645582,0.31479883270634373,279.91784237991,0.6666666666666666,0.8666666666666667,280.147,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,92,157.37600000000003,1-benzyl-3-methylimidazolium,C[N+]1=CN(CC2=CC=CC=C2)C=C1,0.49587625465674123,0.9770414366136202,0.0034753290595016043,0.2130493631532217,0.9320700882358499,268.1962117191624,1173.3321471692007,1258.845404415877,2.7917344639920105,0.2857601258312616,173.10732483609,1.5384615384615385,2.3846153846153846,160.13499999999996,0.24331307574036606,0.24331307574036606,-0.23952554739963838,0,66,172.24000000000004,1-benzyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,C[N+]1=CN(CC2=CC=CC=C2)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.4261007949854852,0.9665482582178744,0.0012364312564972955,0.2564848232079109,0.9527680549570972,770.5790758284516,2862.4817565621424,3004.3846890847312,2.7055242701798616,0.3272500229721514,453.0251672160003,1.0714285714285714,1.5714285714285714,440.28200000000004,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,158,227.28800000000007
bis(trifluoromethylsulfonyl)imide,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.38804031089909696,0.9597450644494456,0.0019364858404103576,0.2808725890237946,0.9451130799698834,488.0557658865225,1642.2673700458345,1737.6411403576876,2.627442625645582,0.31479883270634373,279.91784237991,0.6666666666666666,0.8666666666666667,280.147,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,92,157.37600000000003,1-butyl-1-methylpiperidinium,C[N+]1(CCCC)CCCCC1,0.3688326195391857,0.9539327271584768,0.004299265324431586,0.3000205860536757,0.9918741757555571,230.70783050280681,762.7247924226922,768.9733345882192,2.374478352368535,0.48924291185210655,156.17467612408998,1.4545454545454546,2.272727272727273,134.11699999999996,0.32604394662337527,0.0924080710966681,-0.32604394662337527,0,66,179.45600000000005,1-butyl-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide,C[N+]1(CCCC)CCCCC1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.45895974697357134,0.9710064093194164,0.0014428238658124233,0.23905345230850347,0.9836358323867204,681.7435278788212,2805.1774866398355,2851.8455654805475,2.6947911249707595,0.37559727231094386,436.09251850400057,1.0,1.4615384615384615,414.264,0.4802902001629027,0.4802902001629027,-0.4206749315142703,0,158,214.69600000000005
